State Name,State Abbreviation ,Year,Food Insecurity Rate (aggregate of counties), Estimated Number Food Insecure Individuals ,Low Threshold in state,Low Threshold Type,High Threshold in state,High Threshold Type,% FI ? Low Threshold,% FI Btwn Thresholds,% FI > High Threshold,Weighted Annual Dollars , Cost Per Meal ,Child Food Insecurity Rate (aggregate of counties), Number Food Insecure Children (aggregate of counties) ,% of children in FI HH with incomes at or below 185% FPL,% of children in FI HH with incomes above 185% FPL,Population
Idaho,ID,2015,0.14,232180,1.3,SNAP,1.85,Other Nutrition Program,0.48,0.23,0.29,121760000.00,2.92,0.18,76070.00,0.67,0.33,1651059
Idaho,ID,2016,0.132,221800,1.3,SNAP,1.85,Other Nutrition Program,0.49,0.17,0.34,111122000.00,2.93,0.17,72840.00,0.68,0.32,1682380
Idaho,ID,2017,0.123,210420,1.3,SNAP,1.85,Other Nutrition Program,0.46,0.18,0.36,105626000.00,2.94,0.16,69920.00,0.65,0.35,1717715
Idaho,ID,2018,0.108,189970,1.3,SNAP,1.85,Other Nutrition Program,0.49,0.19,0.32,97790000.00,3.04,0.13,56120.00,0.73,0.27,1750536
Indiana,IN,2019,0.124,834530,1.3,SNAP,1.85,Other Nutrition Program,0.5,0.16,0.34,390646000.00,2.74,0.15,239540.00,0.72,0.28,6732219
Illinois,IL,2009,0.147,1873010,1.3,SNAP,1.85,other nutrition pgm,0.41,0.18,0.42,736018850.00,2.35,0.23,745310.00,0.61,0.39,12796778
Illinois,IL,2010,0.15,1932580,1.3,SNAP,1.85,Other Nutrition Program,0.42,0.2,0.38,798370270.00,2.40,0.22,684960.00,0.66,0.34,12840503
Illinois,IL,2011,0.152,1957450,1.3,SNAP,1.85,Other Nutrition Program,0.5,0.17,0.33,762692290.00,2.39,0.23,692100.00,0.68,0.32,12867454
Illinois,IL,2012,0.142,1833810,1.3,SNAP,1.85,Other Nutrition Program,0.52,0.16,0.33,791626000.00,2.46,0.22,661950.00,0.67,0.33,12882510
Illinois,IL,2013,0.136,1755180,1.3,SNAP,1.85,Other Nutrition Program,0.52,0.15,0.32,787542000.00,2.54,0.21,643040.00,0.69,0.31,12895129
Illinois,IL,2014,0.129,1658280,1.65,SNAP,1.85,Other Nutrition Program,0.64,0.03,0.33,771485000.00,2.64,0.2,583000.00,0.67,0.33,12884493
Illinois,IL,2015,0.117,1506060,1.65,SNAP,1.85,Other Nutrition Program,0.64,0.06,0.31,735098000.00,2.72,0.17,513270.00,0.68,0.32,12858913
Illinois,IL,2016,0.11,1413420,1.65,SNAP,1.85,Other Nutrition Program,0.65,0.06,0.3,669207000.00,2.77,0.16,459330.00,0.68,0.32,12820527
Illinois,IL,2017,0.109,1395970,1.65,SNAP,1.85,Other Nutrition Program,0.63,0.03,0.35,668124000.00,2.80,0.16,453260.00,0.66,0.34,12778828
Illinois,IL,2018,0.101,1283550,1.65,SNAP,1.85,Other Nutrition Program,0.61,0.12,0.27,630473000.00,2.90,0.13,363900.00,0.7,0.3,12723071
Iowa,IA,2019,0.094,297800,1.6,SNAP,1.85,Other Nutrition Program,0.53,0.04,0.43,146743000.00,2.88,0.13,94270.00,0.65,0.35,3155070
Indiana,IN,2009,0.162,1027600,1.3,SNAP,1.85,other nutrition pgm,0.45,0.15,0.4,389851730.00,2.27,0.25,388640.00,0.62,0.38,6459325
Indiana,IN,2010,0.162,1050030,1.3,SNAP,1.85,Other Nutrition Program,0.48,0.2,0.33,435586470.00,2.41,0.23,358120.00,0.7,0.3,6490432
Indiana,IN,2011,0.163,1063990,1.3,SNAP,1.85,Other Nutrition Program,0.52,0.17,0.31,404160850.00,2.33,0.23,355780.00,0.69,0.31,6516528
Indiana,IN,2012,0.157,1023650,1.3,SNAP,1.85,Other Nutrition Program,0.54,0.15,0.31,435300000.00,2.43,0.22,345730.00,0.71,0.29,6537703
Indiana,IN,2013,0.154,1012970,1.3,SNAP,1.85,Other Nutrition Program,0.56,0.15,0.29,440889000.00,2.46,0.22,348570.00,0.73,0.27,6568713
Indiana,IN,2014,0.153,1009710,1.3,SNAP,1.85,Other Nutrition Program,0.54,0.14,0.32,456939000.00,2.56,0.21,335410.00,0.7,0.3,6593644
Indiana,IN,2015,0.144,950720,1.3,SNAP,1.85,Other Nutrition Program,0.54,0.17,0.29,445335000.00,2.61,0.19,301990.00,0.72,0.28,6608422
Indiana,IN,2016,0.137,910870,1.3,SNAP,1.85,Other Nutrition Program,0.54,0.15,0.31,408203000.00,2.62,0.18,279840.00,0.71,0.29,6634304
Indiana,IN,2017,0.133,887070,1.3,SNAP,1.85,Other Nutrition Program,0.52,0.14,0.34,396443000.00,2.62,0.17,273380.00,0.67,0.33,6658078
Indiana,IN,2018,0.132,883260,1.3,SNAP,1.85,Other Nutrition Program,0.52,0.16,0.32,400962000.00,2.68,0.18,274080.00,0.72,0.28,6695497
Kansas,KS,2019,0.121,351090,1.3,SNAP,1.85,Other Nutrition Program,0.41,0.14,0.45,177384000.00,2.96,0.17,120090.00,0.6,0.4,2913314
Kansas,KS,2009,0.143,395870,1.3,SNAP,1.85,other nutrition pgm,0.44,0.16,0.4,164968840.00,2.49,0.23,158040.00,0.6,0.4,2832704
Kansas,KS,2010,0.15,428490,1.3,SNAP,1.85,Other Nutrition Program,0.46,0.17,0.37,185864680.00,2.52,0.23,162030.00,0.64,0.36,2858190
Kansas,KS,2011,0.151,433260,1.3,SNAP,1.85,Other Nutrition Program,0.47,0.18,0.35,177289530.00,2.51,0.23,160770.00,0.67,0.33,2869225
Kansas,KS,2012,0.148,426850,1.3,SNAP,1.85,Other Nutrition Program,0.5,0.15,0.35,195411000.00,2.61,0.23,162400.00,0.68,0.32,2885257
Kansas,KS,2013,0.145,419330,1.3,SNAP,1.85,Other Nutrition Program,0.49,0.16,0.35,198903000.00,2.68,0.22,161740.00,0.67,0.33,2893212
Kansas,KS,2014,0.142,413560,1.3,SNAP,1.85,Other Nutrition Program,0.48,0.15,0.37,202219000.00,2.77,0.21,153940.00,0.66,0.34,2900475
Kansas,KS,2015,0.132,385000,1.3,SNAP,1.85,Other Nutrition Program,0.48,0.17,0.35,195772000.00,2.84,0.19,138480.00,0.65,0.35,2909011
Kansas,KS,2016,0.129,375360,1.3,SNAP,1.85,Other Nutrition Program,0.47,0.16,0.37,185071000.00,2.89,0.18,131130.00,0.66,0.34,2910844
Kansas,KS,2017,0.127,370860,1.3,SNAP,1.85,Other Nutrition Program,0.45,0.15,0.4,181199000.00,2.86,0.18,130210.00,0.63,0.37,2908718
Kansas,KS,2018,0.127,368770,1.3,SNAP,1.85,Other Nutrition Program,0.43,0.17,0.4,181639000.00,2.91,0.18,129780.00,0.63,0.37,2911359
Kentucky,KY,2019,0.144,644540,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.69,,0.31,302792000.00,2.75,0.18,179030.00,0.68,0.32,4467673
Kentucky,KY,2009,0.168,716040,1.3,SNAP,1.85,other nutrition pgm,0.55,0.16,0.3,285629450.00,2.39,0.24,243920.00,0.73,0.27,4317074
Kentucky,KY,2010,0.173,750420,1.3,SNAP,1.85,Other Nutrition Program,0.53,0.18,0.29,313881930.00,2.43,0.23,226790.00,0.74,0.26,4348181
Kentucky,KY,2011,0.172,749490,1.3,SNAP,1.85,Other Nutrition Program,0.56,0.17,0.28,294471770.00,2.41,0.22,224800.00,0.75,0.25,4369821
Kentucky,KY,2012,0.167,730480,1.3,SNAP,1.85,Other Nutrition Program,0.58,0.14,0.28,321101000.00,2.51,0.22,220170.00,0.74,0.26,4386346
Kentucky,KY,2013,0.164,722330,1.3,SNAP,1.85,Other Nutrition Program,0.58,0.13,0.29,324612000.00,2.54,0.22,221780.00,0.75,0.25,4404659
Kentucky,KY,2014,0.168,743310,1.3,SNAP,1.85,Other Nutrition Program,0.57,0.13,0.3,346164000.00,2.64,0.22,222380.00,0.75,0.25,4414349
Kentucky,KY,2015,0.158,699590,1.3,SNAP,1.85,Other Nutrition Program,0.58,0.15,0.27,334999000.00,2.67,0.2,202050.00,0.74,0.26,4425976
Kentucky,KY,2016,0.155,685830,1.3,SNAP,1.85,Other Nutrition Program,0.59,0.11,0.3,316518000.00,2.70,0.19,194440.00,0.74,0.26,4438182
Kentucky,KY,2017,0.149,662360,1.3,SNAP,1.85,Other Nutrition Program,0.56,0.11,0.33,300483000.00,2.66,0.18,186660.00,0.7,0.3,4452268
Kentucky,KY,2018,0.148,662660,1.3,SNAP,1.85,Other Nutrition Program,0.54,0.13,0.33,300629000.00,2.68,0.19,190600.00,0.7,0.3,4461153
Louisiana,LA,2019,0.155,718360,1.3,SNAP,1.85,Other Nutrition Program,0.56,0.08,0.37,364715000.00,2.97,0.23,249670.00,0.67,0.33,4648794
Louisiana,LA,2009,0.146,644540,1.3,SNAP,1.85,other nutrition pgm,0.49,0.19,0.32,265587090.00,2.47,0.22,246720.00,0.69,0.31,4491648
Louisiana,LA,2010,0.167,759740,1.3,SNAP,1.85,Other Nutrition Program,0.46,0.2,0.34,309933820.00,2.37,0.23,253750.00,0.69,0.31,4544532
Louisiana,LA,2011,0.171,784450,1.3,SNAP,1.85,Other Nutrition Program,0.56,0.16,0.27,332505930.00,2.60,0.24,259520.00,0.7,0.3,4575625
Louisiana,LA,2012,0.169,778200,1.3,SNAP,1.85,Other Nutrition Program,0.58,0.15,0.28,371618000.00,2.73,0.23,261960.00,0.72,0.28,4600972
Louisiana,LA,2013,0.168,777650,1.3,SNAP,1.85,Other Nutrition Program,0.58,0.13,0.28,376268000.00,2.73,0.24,271500.00,0.72,0.28,4624527
Louisiana,LA,2014,0.173,804500,1.3,SNAP,1.85,Other Nutrition Program,0.57,0.13,0.31,399842000.00,2.82,0.25,272760.00,0.7,0.3,4644013
Louisiana,LA,2015,0.169,789330,1.3,SNAP,1.85,Other Nutrition Program,0.58,0.15,0.27,397791000.00,2.81,0.23,261230.00,0.72,0.28,4664628
Louisiana,LA,2016,0.167,783400,1.3,SNAP,1.85,Other Nutrition Program,0.59,0.11,0.3,387408000.00,2.89,0.23,258630.00,0.69,0.31,4678135
Louisiana,LA,2017,0.165,773850,1.3,SNAP,1.85,Other Nutrition Program,0.59,0.12,0.29,396905000.00,3.01,0.23,255640.00,0.71,0.29,4670560
Louisiana,LA,2018,0.161,751920,1.3,SNAP,1.85,Other Nutrition Program,0.58,0.11,0.31,387680000.00,3.05,0.25,269650.00,0.73,0.27,4659690
Maine,ME,2019,0.124,166910,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.57,,0.43,105832000.00,3.71,0.18,44520.00,0.6,0.4,1344212
Massachusetts,MA,2009,0.112,727530,2,SNAP,2,SNAP,0.55,0,0.45,346402980.00,2.85,0.18,262650.00,0.53,0.47,6517613
Massachusetts,MA,2010,0.123,806480,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.57,0,0.43,390081680.00,2.81,0.17,235480.00,0.6,0.4,6566307
Massachusetts,MA,2011,0.123,809920,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.56,0,0.44,388195260.00,2.94,0.17,229170.00,0.61,0.39,6613583
Massachusetts,MA,2012,0.119,789800,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.63,0,0.37,420701000.00,3.04,0.17,232270.00,0.62,0.38,6663005
Massachusetts,MA,2013,0.115,767550,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.64,0,0.36,414876000.00,3.05,0.17,232150.00,0.64,0.36,6713315
Massachusetts,MA,2014,0.111,745470,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.67,,0.33,417299000.00,3.17,0.15,210050.00,0.63,0.37,6762596
Massachusetts,MA,2015,0.103,701630,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.67,,0.33,408919000.00,3.25,0.14,187290.00,0.68,0.32,6794228
Massachusetts,MA,2016,0.096,652760,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.65,,0.35,376759000.00,3.38,0.12,167450.00,0.65,0.35,6823608
Massachusetts,MA,2017,0.09,616090,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.67,,0.33,373245000.00,3.55,0.12,159950.00,0.65,0.35,6859789
Massachusetts,MA,2018,0.089,617380,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.68,,0.32,379733000.00,3.63,0.1,138760.00,0.73,0.27,6882635
Maryland,MD,2019,0.106,640180,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.58,,0.42,354460000.00,3.24,0.15,195960.00,0.6,0.4,6045680
Maryland,MD,2009,0.116,651370,2,SNAP,2,SNAP,0.53,0,0.47,293279010.00,2.69,0.18,242910.00,0.5,0.5,5730388
Maryland,MD,2010,0.128,740240,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.54,0,0.47,338929850.00,2.66,0.18,236560.00,0.57,0.43,5788645
Maryland,MD,2011,0.134,781200,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.54,0,0.47,350231900.00,2.75,0.19,251730.00,0.57,0.43,5839419
Maryland,MD,2012,0.131,773200,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.59,0,0.41,388236000.00,2.87,0.19,259330.00,0.57,0.43,5886992
Maryland,MD,2013,0.128,757430,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.59,0,0.41,391669000.00,2.92,0.19,258110.00,0.58,0.42,5923188
Maryland,MD,2014,0.127,760300,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.61,,0.39,395238000.00,2.94,0.18,247560.00,0.59,0.41,5957283
Maryland,MD,2015,0.114,682280,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.62,,0.38,370097000.00,3.03,0.16,220010.00,0.59,0.41,5985562
Maryland,MD,2016,0.111,665420,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.61,,0.39,352619000.00,3.10,0.15,205890.00,0.58,0.42,6003323
Maryland,MD,2017,0.107,650200,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.63,,0.37,347927000.00,3.14,0.15,204660.00,0.61,0.39,6023868
Maryland,MD,2018,0.11,667110,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.62,,0.38,361501000.00,3.20,0.16,216070.00,0.6,0.4,6035802
Massachusetts,MA,2019,0.082,566930,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.64,,0.36,357197000.00,3.69,0.09,120250.00,0.74,0.26,6892503
Maine,ME,2009,0.151,198790,1.85,SNAP,1.85,SNAP,0.57,0,0.43,91361000.00,2.75,0.25,68950.00,0.61,0.39,1329590
Maine,ME,2010,0.149,198260,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.61,0,0.4,93165130.00,2.73,0.23,61020.00,0.65,0.35,1327629
Maine,ME,2011,0.157,208620,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.65,0,0.35,101352150.00,2.98,0.24,62810.00,0.69,0.31,1328284
Maine,ME,2012,0.155,206000,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.64,0,0.36,111393000.00,3.09,0.24,64200.00,0.69,0.31,1327729
Maine,ME,2013,0.155,206090,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.65,0,0.35,113989000.00,3.12,0.23,61080.00,0.69,0.31,1328009
Maine,ME,2014,0.153,202910,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.61,,0.39,117204000.00,3.27,0.23,60010.00,0.64,0.36,1330513
Maine,ME,2015,0.148,196210,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.63,,0.37,116402000.00,3.31,0.21,54830.00,0.64,0.36,1328262
Maine,ME,2016,0.138,183310,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.6,,0.4,108086000.00,3.45,0.2,50520.00,0.64,0.36,1331317
Maine,ME,2017,0.129,172650,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.57,,0.43,103223000.00,3.50,0.19,47020.00,0.56,0.44,1334612
Maine,ME,2018,0.129,173080,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.61,,0.39,105835000.00,3.61,0.19,47460.00,0.63,0.37,1339057
Michigan,MI,2019,0.13,1299020,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.65,,0.35,650777000.00,2.93,0.14,305190.00,0.69,0.31,9986857
Michigan,MI,2009,0.182,1828060,2,SNAP,2,SNAP,0.62,0,0.38,702840040.00,2.30,0.25,618910.00,0.61,0.39,9901591
Michigan,MI,2010,0.19,1872780,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.67,0,0.33,783337050.00,2.43,0.25,568890.00,0.69,0.31,9877510
Michigan,MI,2011,0.179,1769790,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.69,0,0.31,701114240.00,2.43,0.24,533470.00,0.69,0.31,9882412
Michigan,MI,2012,0.168,1660050,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.74,0,0.27,737072000.00,2.54,0.22,505730.00,0.68,0.32,9897145
Michigan,MI,2013,0.164,1623410,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.74,0,0.26,737256000.00,2.57,0.21,480490.00,0.7,0.3,9913065
Michigan,MI,2014,0.157,1559020,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.75,,0.25,744203000.00,2.70,0.2,437100.00,0.68,0.32,9929848
Michigan,MI,2015,0.151,1493790,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.74,,0.26,739172000.00,2.76,0.18,397070.00,0.7,0.3,9931715
Michigan,MI,2016,0.142,1414700,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.73,,0.27,678813000.00,2.81,0.16,356930.00,0.69,0.31,9950571
Michigan,MI,2017,0.137,1369250,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.72,,0.28,652838000.00,2.79,0.16,345130.00,0.68,0.32,9973114
Michigan,MI,2018,0.136,1359650,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.69,,0.31,653547000.00,2.84,0.15,318960.00,0.7,0.3,9984072
Minnesota,MN,2019,0.077,432170,1.65,SNAP,1.85,Other Nutrition Program,0.59,0.09,0.32,233398000.00,3.16,0.11,147340.00,0.7,0.3,5639632
Minnesota,MN,2009,0.112,583710,1.65,SNAP,1.85,other nutrition pgm,0.48,0.06,0.46,243246430.00,2.49,0.18,231100.00,0.57,0.43,5281203
Minnesota,MN,2010,0.115,608770,1.65,SNAP,1.85,Other Nutrition Program,0.52,0.07,0.41,246250280.00,2.35,0.17,212050.00,0.65,0.35,5310828
Minnesota,MN,2011,0.114,607920,1.65,SNAP,1.85,Other Nutrition Program,0.57,0.07,0.36,253715600.00,2.56,0.17,209830.00,0.65,0.35,5346143
Minnesota,MN,2012,0.107,578070,1.65,SNAP,1.85,Other Nutrition Program,0.59,0.05,0.36,274262000.00,2.71,0.16,205910.00,0.65,0.35,5376643
Minnesota,MN,2013,0.106,572760,1.65,SNAP,1.85,Other Nutrition Program,0.59,0.06,0.35,277568000.00,2.74,0.16,205050.00,0.67,0.33,5413479
Minnesota,MN,2014,0.104,568770,1.65,SNAP,1.85,Other Nutrition Program,0.59,0.03,0.38,288846000.00,2.88,0.15,195660.00,0.65,0.35,5451079
Minnesota,MN,2015,0.099,540820,1.65,SNAP,1.85,Other Nutrition Program,0.6,0.06,0.34,282661000.00,2.91,0.14,177080.00,0.7,0.3,5482032
Minnesota,MN,2016,0.092,508630,1.65,SNAP,1.85,Other Nutrition Program,0.61,0.02,0.37,258531000.00,2.97,0.13,163070.00,0.7,0.3,5522744
Minnesota,MN,2017,0.091,504760,1.65,SNAP,1.85,Other Nutrition Program,0.57,0.03,0.4,258233000.00,3.00,0.13,163310.00,0.67,0.33,5566230
Minnesota,MN,2018,0.082,461200,1.65,SNAP,1.85,Other Nutrition Program,0.59,0.09,0.31,240696000.00,3.08,0.12,161880.00,0.74,0.26,5606249
Mississippi,MS,2019,0.185,550370,1.3,SNAP,1.85,Other Nutrition Program,0.54,0.11,0.35,273100000.00,2.90,0.22,155560.00,0.71,0.29,2976149
Missouri,MO,2009,0.168,990770,1.3,SNAP,1.85,other nutrition pgm,0.44,0.19,0.37,396901460.00,2.40,0.25,354520.00,0.64,0.36,5961088
Missouri,MO,2010,0.171,1026180,1.3,SNAP,1.85,Other Nutrition Program,0.45,0.21,0.34,427459080.00,2.42,0.23,316450.00,0.7,0.3,5995974
Missouri,MO,2011,0.171,1029030,1.3,SNAP,1.85,Other Nutrition Program,0.49,0.2,0.3,411012370.00,2.45,0.23,312440.00,0.68,0.32,6010275
Missouri,MO,2012,0.171,1031030,1.3,SNAP,1.85,Other Nutrition Program,0.52,0.18,0.31,457126000.00,2.53,0.22,308110.00,0.68,0.32,6024367
Missouri,MO,2013,0.17,1030030,1.3,SNAP,1.85,Other Nutrition Program,0.52,0.18,0.31,474080000.00,2.60,0.22,304810.00,0.69,0.31,6040715
Missouri,MO,2014,0.168,1019350,1.3,SNAP,1.85,Other Nutrition Program,0.5,0.17,0.34,480486000.00,2.67,0.21,289210.00,0.66,0.34,6056202
Missouri,MO,2015,0.156,947900,1.3,SNAP,1.85,Other Nutrition Program,0.5,0.19,0.31,464284000.00,2.73,0.19,258610.00,0.66,0.34,6071732
Missouri,MO,2016,0.147,896570,1.3,SNAP,1.85,Other Nutrition Program,0.5,0.16,0.34,429074000.00,2.80,0.17,241830.00,0.66,0.34,6087135
Missouri,MO,2017,0.142,865400,1.3,SNAP,1.85,Other Nutrition Program,0.49,0.15,0.36,409933000.00,2.78,0.18,243110.00,0.65,0.35,6106670
Missouri,MO,2018,0.133,813840,1.3,SNAP,1.85,Other Nutrition Program,0.48,0.13,0.4,395122000.00,2.87,0.15,209870.00,0.67,0.33,6121623
Missouri,MO,2019,0.132,809680,1.3,SNAP,1.85,Other Nutrition Program,0.46,0.17,0.37,409972000.00,2.96,0.15,202900.00,0.63,0.37,6137428
Mississippi,MS,2009,0.199,582540,1.3,SNAP,1.85,other nutrition pgm,0.53,0.19,0.27,254130460.00,2.61,0.28,211340.00,0.72,0.28,2958774
Mississippi,MS,2010,0.218,647050,1.3,SNAP,1.85,Other Nutrition Program,0.49,0.21,0.3,282896250.00,2.54,0.28,210350.00,0.74,0.26,2970548
Mississippi,MS,2011,0.214,638460,1.3,SNAP,1.85,Other Nutrition Program,0.57,0.19,0.23,275829270.00,2.65,0.27,202980.00,0.76,0.24,2978731
Mississippi,MS,2012,0.223,665790,1.3,SNAP,1.85,Other Nutrition Program,0.59,0.16,0.25,324903000.00,2.79,0.29,214720.00,0.75,0.25,2983816
Mississippi,MS,2013,0.227,679750,1.3,SNAP,1.85,Other Nutrition Program,0.6,0.15,0.25,335570000.00,2.79,0.29,217220.00,0.75,0.25,2988711
Mississippi,MS,2014,0.223,667040,1.3,SNAP,1.85,Other Nutrition Program,0.55,0.15,0.3,338917000.00,2.88,0.27,200600.00,0.73,0.27,2990468
Mississippi,MS,2015,0.215,643390,1.3,SNAP,1.85,Other Nutrition Program,0.58,0.17,0.25,332456000.00,2.88,0.26,191750.00,0.75,0.25,2988471
Mississippi,MS,2016,0.201,600840,1.3,SNAP,1.85,Other Nutrition Program,0.56,0.14,0.3,304654000.00,2.97,0.24,176580.00,0.71,0.29,2987938
Mississippi,MS,2017,0.192,573610,1.3,SNAP,1.85,Other Nutrition Program,0.54,0.14,0.32,286997000.00,2.93,0.23,163530.00,0.71,0.29,2988510
Mississippi,MS,2018,0.187,559350,1.3,SNAP,1.85,Other Nutrition Program,0.53,0.12,0.35,274731000.00,2.90,0.23,162150.00,0.73,0.27,2981020
Montana,MT,2019,0.104,111080,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.61,,0.39,56049000.00,2.95,0.16,35500.00,0.61,0.39,1068778
Montana,MT,2009,0.138,132180,1.85,SNAP,1.85,SNAP,0.65,0,0.35,55924070.00,2.53,0.22,48000.00,0.61,0.39,983982
Montana,MT,2010,0.145,144140,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.65,0,0.35,61282590.00,2.47,0.21,45700.00,0.61,0.39,990697
Montana,MT,2011,0.149,149020,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.63,0,0.37,61950600.00,2.55,0.22,47720.00,0.64,0.36,997316
Montana,MT,2012,0.146,146580,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.68,0,0.32,68331000.00,2.66,0.22,48500.00,0.64,0.36,1003783
Montana,MT,2013,0.142,144440,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.67,0,0.33,69699000.00,2.73,0.22,49300.00,0.64,0.36,1013569
Montana,MT,2014,0.136,139140,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.7,,0.3,69518000.00,2.83,0.2,45110.00,0.63,0.37,1021869
Montana,MT,2015,0.13,133810,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.67,,0.33,68716000.00,2.86,0.19,42480.00,0.6,0.4,1030475
Montana,MT,2016,0.123,128740,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.68,,0.32,64053000.00,2.91,0.17,38810.00,0.63,0.37,1040859
Montana,MT,2017,0.111,116120,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.66,,0.34,58669000.00,2.96,0.16,36910.00,0.57,0.43,1052482
Montana,MT,2018,0.103,109150,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.69,,0.32,55846000.00,3.02,0.16,36560.00,0.68,0.32,1060665
Nebraska,NE,2019,0.117,225580,1.3,SNAP,1.85,Other Nutrition Program,0.43,0.14,0.44,111822000.00,2.90,0.15,71560.00,0.65,0.35,1934408
North Carolina,NC,2009,0.182,1649070,2,SNAP,2,SNAP,0.65,0,0.35,687208350.00,2.49,0.27,603250.00,0.62,0.38,9449566
North Carolina,NC,2010,0.196,1870290,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.67,0,0.33,808050140.00,2.51,0.28,621650.00,0.66,0.34,9574323
North Carolina,NC,2011,0.193,1863330,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.67,0,0.33,786774580.00,2.59,0.27,618200.00,0.71,0.29,9657592
North Carolina,NC,2012,0.186,1813870,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.73,0,0.27,854416000.00,2.69,0.27,608850.00,0.72,0.28,9749476
North Carolina,NC,2013,0.183,1801940,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.73,0,0.27,870957000.00,2.73,0.26,595240.00,0.73,0.27,9843336
North Carolina,NC,2014,0.177,1764800,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.74,,0.26,875736000.00,2.81,0.25,564240.00,0.72,0.28,9932887
